item_id,study,source,title,url,accessed_date,license_note
study2-humanlayer-L1,study2,tool_docs,"HumanLayer — L1 Partial: Approval gating deterministically blocks high-stakes function calls, with stakes classification (low/medium/high) and 'e",https://www.everydev.ai/tools/humanlayer,,vendor/project documentation
study2-humanlayer-L3,study2,tool_docs,HumanLayer — L3 Full: The `@hl.require_approval()` decorator blocks specific function calls until a human has been consulted; upon denial feed,https://pypi.org/project/humanlayer/,,vendor/project documentation
study2-humanlayer-L4,study2,tool_docs,"HumanLayer — L4 Partial: Run IDs and Call IDs track approval/human-contact requests and correlate them with agent runs; enterprise Audit Logs, ag",https://www.humanlayer.dev/docs/core/run-ids-and-call-ids,,vendor/project documentation
study2-invariant_labs-L1,study2,tool_docs,"Invariant Labs (Guardrails/Explorer) — L1 Partial: Guardrails is deployed between your application and MCP servers/LLM provider, raising rules to prevent malicious behavio",https://github.com/invariantlabs-ai/invariant,,vendor/project documentation
study2-invariant_labs-L2,study2,tool_docs,Invariant Labs (Guardrails/Explorer) — L2 Partial: Rules detect 'flows between tools' using `(call: ToolCall) -> (call2: ToolCall)` and detect 'Toxic Flows' and 'Tool Shad,https://github.com/invariantlabs-ai/invariant,,vendor/project documentation
study2-invariant_labs-L3,study2,tool_docs,"Invariant Labs (Guardrails/Explorer) — L3 Partial: Guardrails raise/block malicious agent behavior via rules deployed inline for 'continuous steering and monitoring', and ",https://github.com/invariantlabs-ai/invariant,,vendor/project documentation
study2-invariant_labs-L4,study2,tool_docs,Invariant Labs (Guardrails/Explorer) — L4 Partial: Policy-like rule-based guardrails via 'simple Python-inspired matching rules' evaluated automatically on each LLM/MCP re,https://github.com/invariantlabs-ai/invariant,,vendor/project documentation
study2-lakera_guard-L1,study2,tool_docs,"Lakera Guard — L1 Full: Agent Behavior Defense controls tool usage through an 'Off-Task Action detector' and 'Tool Allow/Deny List,' enforcing l",https://docs.lakera.ai/docs/defenses,,vendor/project documentation
study2-lakera_guard-L2,study2,tool_docs,"Lakera Guard — L2 Partial: AI Red Teaming documentation is available to understand adversarial testing approaches, and platform discovers/governs A",https://docs.lakera.ai/,,vendor/project documentation
study2-lakera_guard-L3,study2,tool_docs,Lakera Guard — L3 Partial: Guardrails detect and stop harmful/unwanted content and audit logs let admins 'investigate and respond to threats'; RBAC,https://docs.lakera.ai/docs/platform,,vendor/project documentation
study2-lakera_guard-L4,study2,tool_docs,Lakera Guard — L4 Partial: Policies Overview and configurable guardrail thresholds plus SIEM log export to S3 and latency/analytics golden signals;,https://docs.lakera.ai/docs/platform,,vendor/project documentation
study2-langfuse-L3,study2,tool_docs,"Langfuse — L3 Partial: Annotation Queues let users review and rate traces manually and leave notes, but this is evaluation labeling rather than",https://langfuse.com/docs/scores/annotation,,vendor/project documentation
study2-langfuse-L4,study2,tool_docs,"Langfuse — L4 Full: Experiments support comparing prompt/model/code changes with CI/CD integration for blocking deployments on regressions, ",https://langfuse.com/docs/evaluation/overview,,vendor/project documentation
study2-langgraph-L1,study2,tool_docs,LangGraph — L1 Full: Guardrails validate and filter content at key points; PII detection with block strategy raises exception; before-agent h,https://docs.langchain.com/oss/python/langchain/guardrails,,vendor/project documentation
study2-langgraph-L3,study2,tool_docs,LangGraph — L3 Full: HITL middleware pauses before executing sensitive tool calls with approve/edit/reject/respond decisions gated by policy ,https://docs.langchain.com/oss/python/langgraph/interrupts,,vendor/project documentation
study2-langgraph-L4,study2,tool_docs,"LangGraph — L4 Partial: LangSmith provides traces, runs, feedback, tags and metadata for observability, but no policy-as-code CI gates, progress",https://docs.langchain.com/langsmith/observability-concepts,,vendor/project documentation
study2-langsmith-L1,study2,tool_docs,LangSmith — L1 Partial: Usage limits allow configuring monthly total traces and extended retention traces limits with rate limits returning HTTP,https://docs.langchain.com/langsmith/usage-and-billing,,vendor/project documentation
study2-langsmith-L2,study2,tool_docs,LangSmith — L2 Partial: Online evaluations enable 'Anomaly detection: Flag unusual patterns or edge cases' on live production traces — an adjace,https://docs.langchain.com/langsmith/evaluation-concepts,,vendor/project documentation
study2-langsmith-L3,study2,tool_docs,LangSmith — L3 Partial: Reviewers can edit runs to create corrected examples and write assertions; annotation queues provide human review workfl,https://docs.langchain.com/langsmith/annotation-queues,,vendor/project documentation
study2-langsmith-L4,study2,tool_docs,LangSmith — L4 Full: Online evaluations track quality continuously on live traffic with anomaly detection; evaluations can run via rules and ,https://docs.langchain.com/langsmith/evaluation-concepts,,vendor/project documentation
study2-litellm-L1,study2,tool_docs,"LiteLLM — L1 Full: max_budget parameter, tpm_limit/rpm_limit rate limits, max_parallel_requests, and models array for allowed model access ",https://docs.litellm.ai/docs/proxy/virtual_keys,,vendor/project documentation
study2-litellm-L3,study2,tool_docs,"LiteLLM — L3 Partial: Keys can be disabled with /key/block and re-enabled with /key/unblock; spend logs record API key hash, user, team ID for",https://docs.litellm.ai/docs/proxy/virtual_keys,,vendor/project documentation
study2-litellm-L4,study2,tool_docs,"LiteLLM — L4 Partial: Per-key virtual identities and spend tracking with logging callbacks (Langfuse, MLflow) and per-key/user/team observabil",https://docs.litellm.ai/docs/proxy/cost_tracking,,vendor/project documentation
study2-nemo_guardrails-L1,study2,tool_docs,"NVIDIA NeMo Guardrails — L1 Full: Execution rails 'control and validate tool/function calls, their arguments, and results to safely interact with external",https://docs.nvidia.com/nemo/guardrails/about-nemo-guardrails-library/rail-types,,vendor/project documentation
study2-nemo_guardrails-L3,study2,tool_docs,"NVIDIA NeMo Guardrails — L3 Partial: Output rails filter, edit, or block unsafe content before it reaches users, and execution rails validate tool calls; app",https://docs.nvidia.com/nemo/guardrails/about-nemo-guardrails-library/overview,,vendor/project documentation
study2-nemo_guardrails-L4,study2,tool_docs,"NVIDIA NeMo Guardrails — L4 Partial: OpenTelemetry distributed tracing to monitor guardrails execution, track activated rails, monitor LLM performance, plus ",https://docs.nvidia.com/nemo/guardrails/observability/tracing,,vendor/project documentation
study2-openai_agents_sdk-L1,study2,tool_docs,"OpenAI Agents SDK — L1 Full: Tool guardrails wrap function tools and validate before/after execution; tripwires halt execution immediately, and needs",https://openai.github.io/openai-agents-python/human_in_the_loop/,,vendor/project documentation
study2-openai_agents_sdk-L3,study2,tool_docs,OpenAI Agents SDK — L3 Full: HITL flow pauses agent execution until a person approves or rejects sensitive tool calls via state.approve()/state.rejec,https://openai.github.io/openai-agents-python/human_in_the_loop/,,vendor/project documentation
study2-openai_agents_sdk-L4,study2,tool_docs,"OpenAI Agents SDK — L4 Partial: Built-in tracing captures spans/traces with metadata and integrates with observability platforms (Datadog, Langfuse, etc",https://openai.github.io/openai-agents-python/tracing/,,vendor/project documentation
study2-orq_ai-L1,study2,tool_docs,"Orq.ai — L1 Partial: Apply guardrails, run evaluations, and monitor quality and compliance in real time across all agents; traces capture gua",https://orq.ai/platform/agent-runtime,,vendor/project documentation
study2-orq_ai-L2,study2,tool_docs,Orq.ai — L2 Partial: Multi-agent runs render as 'agent graph' structures showing delegation patterns; traces the multi-agent workflow but doe,https://docs.orq.ai/docs/observability/traces,,vendor/project documentation
study2-orq_ai-L3,study2,tool_docs,"Orq.ai — L3 Full: Approve, correct, or guide agent actions with a clear control panel; build workflows that keep humans in the loop for sa",https://orq.ai/platform/agent-runtime,,vendor/project documentation
study2-orq_ai-L4,study2,tool_docs,"Orq.ai — L4 Full: Framework instrumentation using OpenTelemetry with @traced spans, Total Cost/Total Tokens telemetry, and run evaluations",https://docs.orq.ai/docs/observability/traces,,vendor/project documentation
study2-portkey-L1,study2,tool_docs,"Portkey — L1 Full: Budget caps ('Maximum spend in USD ($1000/month)'), rate limits, model allowlists/denylists for least-privilege tool acc",https://portkey.ai/docs/product/model-catalog,,vendor/project documentation
study2-portkey-L3,study2,tool_docs,Portkey — L3 Partial: OpenTelemetry-compliant observability logs and records all requests/responses and supports tracing throughout request li,https://portkey.ai/docs/product/observability,,vendor/project documentation
study2-portkey-L4,study2,tool_docs,"Portkey — L4 Partial: OpenTelemetry-compliant observability with 21+ metrics (cost, latency, accuracy) and 'Send Feedback' to build evaluation",https://portkey.ai/docs/product/observability,,vendor/project documentation
study2-temporal-L1,study2,tool_docs,"Temporal (durable execution for agents) — L1 Full: Retry Policy Maximum Attempts specifies the maximum number of execution attempts, and timeouts (Start-To-Close, Schedule",https://docs.temporal.io/encyclopedia/retry-policies,,vendor/project documentation
study2-temporal-L3,study2,tool_docs,"Temporal (durable execution for agents) — L3 Full: Human-in-the-loop interactions like validating LLM results or approving agent decisions, facilitated via Signals/Updates",https://temporal.io/solutions/ai,,vendor/project documentation
study2-temporal-L4,study2,tool_docs,"Temporal (durable execution for agents) — L4 Partial: Inspect and troubleshoot an AI application's performance, inputs, and outputs from a detailed UI; Event History records ",https://temporal.io/solutions/ai,,vendor/project documentation
study3-a-o-shearman-allen-overy-with-harvey-pwc-alliance-L1,study3,deployment_evidence,Harvey legal AI (enterprise deployment) (A&O Shearman (Allen & Overy) with Harvey; PwC alliance) L1 m=0.25: Legal-domain agents deployed with source-grounding/citation to reduce hallucination and scoped to fi,https://www.aoshearman.com/en/news/ao-shearman-and-harvey-to-roll-out-agentic-ai-agents-targeting-complex-legal-workflows,,public case study / disclosure
study3-a-o-shearman-allen-overy-with-harvey-pwc-alliance-L3,study3,deployment_evidence,Harvey legal AI (enterprise deployment) (A&O Shearman (Allen & Overy) with Harvey; PwC alliance) L3 m=0.25: Lawyer-in-the-loop review of all outputs before use in matters (approval-gate class); agentic workfl,https://en.wikipedia.org/wiki/Harvey_(software),,public case study / disclosure
study3-a-o-shearman-allen-overy-with-harvey-pwc-alliance-L4,study3,deployment_evidence,Harvey legal AI (enterprise deployment) (A&O Shearman (Allen & Overy) with Harvey; PwC alliance) L4 m=0.25: Forward-deployed-engineering model with custom domain models and benchmark/eval-driven development; ,https://getperspective.ai/blog/harvey-ai-forward-deployed-engineers-biglaw-deployment-playbook-2026,,public case study / disclosure
study3-ada-platform-vendor-L1,study3,deployment_evidence,Ada Reasoning Engine CX Agent (Ada (platform vendor)) L1 m=0.25: Built-in guardrails enforce agent compliance at every step; reasoning stage separated from action ex,https://www.ada.cx/blog/can-i-trust-this-ai-agent-why-enterprises-need-new-standards-to-scale-safely/,,public case study / disclosure
study3-ada-platform-vendor-L3,study3,deployment_evidence,Ada Reasoning Engine CX Agent (Ada (platform vendor)) L3 m=0.25: Automated-resolution model implies handoff to humans for unresolved cases; safety criterion gates re,https://www.prnewswire.com/news-releases/ada-launches-new-customer-service-ai-agent-powered-by-the-ada-reasoning-engine-to-maximize-automated-resolutions-301994335.html,,public case study / disclosure
study3-ada-platform-vendor-L4,study3,deployment_evidence,"Ada Reasoning Engine CX Agent (Ada (platform vendor)) L4 m=0.25: Fleet-level measurement across 350+ deployments (containment ~72%, automated-resolution ~52%) with d",https://www.ada.cx/resources/guide/what-is-automated-resolution-in-ai-customer-service/,,public case study / disclosure
study3-air-india-with-microsoft-azure-openai-L1,study3,deployment_evidence,"AI.g / Maharaja Virtual Agent (Air India (with Microsoft Azure OpenAI)) L1 m=0.25: GPT-4 with retrieval-augmented generation grounded in enterprise data across 1,300 topics (anti-hall",https://www.airindia.com/in/en/newsroom/press-release/air-india-successfully-deploys-airline-industry-s-first-generati.html,,public case study / disclosure
study3-air-india-with-microsoft-azure-openai-L3,study3,deployment_evidence,AI.g / Maharaja Virtual Agent (Air India (with Microsoft Azure OpenAI)) L3 m=0.25: Documented escalation gate: only ~3% of queries are escalated to human agents; remainder resolved au,https://www.microsoft.com/en/customers/story/26047-air-india-azure-openai-in-foundry-models,,public case study / disclosure
study3-air-india-with-microsoft-azure-openai-L4,study3,deployment_evidence,"AI.g / Maharaja Virtual Agent (Air India (with Microsoft Azure OpenAI)) L4 m=0.25: Measured operations: ~40,000 queries/day, 13M+ conversations resolved at a reported 97% success rate",https://www.microsoft.com/en/customers/story/26047-air-india-azure-openai-in-foundry-models,,public case study / disclosure
study3-alaska-airlines-with-microsoft-azure-openai-L1,study3,deployment_evidence,Alaska Inspires (AI Destination Search) (Alaska Airlines (with Microsoft Azure OpenAI)) L1 m=0.25: Natural-language destination search built on Azure OpenAI with explicit hallucination mitigation and,https://www.microsoft.com/en/customers/story/25850-alaska-airlines-azure-openai,,public case study / disclosure
study3-alaska-airlines-with-microsoft-azure-openai-L4,study3,deployment_evidence,"Alaska Inspires (AI Destination Search) (Alaska Airlines (with Microsoft Azure OpenAI)) L4 m=0.25: Measured outcomes since June 2024 launch: 7% conversion (vs 5% baseline), 90% guest satisfaction, 87",https://www.customerexperiencedive.com/news/alaska-airlines-natural-language-search-trip-planning/807705/,,public case study / disclosure
study3-anthropic-L1,study3,deployment_evidence,Claude Code (internal engineering use) (Anthropic) L1 m=0.5: Read-only default with explicit permission escalation (least-privilege); OS-level sandboxing (bubble,https://www.anthropic.com/engineering/claude-code-sandboxing,,public case study / disclosure
study3-anthropic-L3,study3,deployment_evidence,"Claude Code (internal engineering use) (Anthropic) L3 m=0.25: Permission prompts as approval gates, human override/kill, and auto-mode as an explicit tiered-auton",https://www.anthropic.com/engineering/claude-code-auto-mode,,public case study / disclosure
study3-anthropic-L4,study3,deployment_evidence,"Claude Code (internal engineering use) (Anthropic) L4 m=0.5: Managed settings, deny rules, and managed hooks (policy-as-code gates); OpenTelemetry audit events (",https://code.claude.com/docs/en/security,,public case study / disclosure
study3-atlassian-L1,study3,deployment_evidence,Rovo agents (Jira/Confluence) (Atlassian) L1 m=0.25: Agents inherit the triggering user's existing permissions and can only touch what that user can (lea,https://support.atlassian.com/rovo/docs/rovo-agent-permissions-and-governance/,,public case study / disclosure
study3-atlassian-L3,study3,deployment_evidence,Rovo agents (Jira/Confluence) (Atlassian) L3 m=0.25: Approved agent updates captured alongside human work-item history (audit/provenance); agents operate,https://techinformed.com/atlassian-adds-ai-agents-to-jira-under-existing-permissions/,,public case study / disclosure
study3-atlassian-L4,study3,deployment_evidence,"Rovo agents (Jira/Confluence) (Atlassian) L4 m=0.25: Admin governance controls, auditability (who accessed what/when/why), and consistent policy across p",https://support.atlassian.com/rovo/docs/rovo-agent-permissions-and-governance/,,public case study / disclosure
study3-bank-of-america-L1,study3,deployment_evidence,Erica virtual financial assistant (Bank of America) L1 m=0.25: Deterministic NLU/ML design deliberately avoids free-form LLM generation; responses constrained to c,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2025/08/a-decade-of-ai-innovation--bofa-s-virtual-assistant-erica-surpas.html,,public case study / disclosure
study3-bank-of-america-L3,study3,deployment_evidence,Erica virtual financial assistant (Bank of America) L3 m=0.25: Escalation/handoff to a human specialist when Erica lacks a good answer (tiered autonomy); transcrip,https://thefinancialbrand.com/news/customer-experience-banking/hy-bank-of-americas-erica-virtual-assistant-has-a-human-touch-187354,,public case study / disclosure
study3-bank-of-america-L4,study3,deployment_evidence,"Erica virtual financial assistant (Bank of America) L4 m=0.25: Continuous conversation review and refinement, 90-day retention with PII masking, and measured scale",https://newsroom.bankofamerica.com/content/newsroom/press-releases/2025/08/a-decade-of-ai-innovation--bofa-s-virtual-assistant-erica-surpas.html,,public case study / disclosure
study3-commonwealth-bank-of-australia-commbank-L1,study3,deployment_evidence,Fraud-detection agentic AI (Commonwealth Bank of Australia (CommBank)) L1 m=0.25: Agent operates over a monitored signal pipeline (80M+ signals/day) to detect emerging fraud patterns,https://www.commbank.com.au/articles/newsroom/2026/04/ai-agent-spots-fraud-in-real-time.html,,public case study / disclosure
study3-commonwealth-bank-of-australia-commbank-L3,study3,deployment_evidence,Fraud-detection agentic AI (Commonwealth Bank of Australia (CommBank)) L3 m=0.25: Strong approval gate: the agent proposes new detection rules but the fraud-analytics team checks and,https://www.commbank.com.au/content/dam/commbank-assets/about-us/docs/our-approach-to-adopting-ai-december-2025.pdf,,public case study / disclosure
study3-commonwealth-bank-of-australia-commbank-L4,study3,deployment_evidence,Fraud-detection agentic AI (Commonwealth Bank of Australia (CommBank)) L4 m=0.25: Agent generates the detection-rule code (policy-as-code style) with human sign-off gating deployment,https://www.commbank.com.au/articles/newsroom/2026/04/ai-agent-spots-fraud-in-real-time.html,,public case study / disclosure
study3-decagon-platform-vendor-L1,study3,deployment_evidence,"Decagon AI Concierge (Notion, Duolingo, Rippling) (Decagon (platform vendor)) L1 m=0.25: Sensitive operations (refunds, identity verification) executed in deterministic code rather than mod",https://www.eesel.ai/blog/decagon,,public case study / disclosure
study3-decagon-platform-vendor-L3,study3,deployment_evidence,"Decagon AI Concierge (Notion, Duolingo, Rippling) (Decagon (platform vendor)) L3 m=0.25: Escalations are context-preserving warm transfers delivering conversation history/customer data/reso",https://www.zenml.io/llmops-database/building-a-production-ai-agent-system-for-customer-support,,public case study / disclosure
study3-decagon-platform-vendor-L4,study3,deployment_evidence,"Decagon AI Concierge (Notion, Duolingo, Rippling) (Decagon (platform vendor)) L4 m=0.25: Agent Operating Procedures compiled to structured logic; integrations, guardrails and versioning con",https://www.assembled.com/page/decagon-ai,,public case study / disclosure
study3-deloitte-L1,study3,deployment_evidence,"Zora AI agentic platform (Deloitte) L1 m=0.25: Agents deployed under Deloitte's Trustworthy AI principles (robust, reliable, secure) with rigorous ",https://www.deloitte.com/us/en/about/press-room/deloitte-unveils-zora-ai-agentic-ai-for-tomorrows-workforce.html,,public case study / disclosure
study3-deloitte-L3,study3,deployment_evidence,"Zora AI agentic platform (Deloitte) L3 m=0.25: Trustworthy-AI governance and ethical safeguards emphasizing transparency, accountability, and human",https://www.deloitte.com/us/en/services/consulting/services/zora-generative-ai-agent.html,,public case study / disclosure
study3-deloitte-L4,study3,deployment_evidence,Zora AI agentic platform (Deloitte) L4 m=0.25: Deloitte manages the full SDLC for deployed agents with rigorous testing and QA for reliability/perf,https://www.deloitte.com/us/en/about/press-room/deloitte-unveils-zora-ai-agentic-ai-for-tomorrows-workforce.html,,public case study / disclosure
study3-github-microsoft-L1,study3,deployment_evidence,GitHub Copilot coding agent (enterprise) (GitHub / Microsoft) L1 m=0.25: Cloud coding agent runs in a sandboxed ephemeral environment with a configurable firewall allowlist ,https://docs.github.com/en/copilot/tutorials/cloud-agent/build-guardrails,,public case study / disclosure
study3-github-microsoft-L3,study3,deployment_evidence,GitHub Copilot coding agent (enterprise) (GitHub / Microsoft) L3 m=0.25: Agent works on a branch and cannot merge without human PR approval (approval gate); enterprise audit,https://docs.github.com/en/copilot/concepts/agents/enterprise-management,,public case study / disclosure
study3-github-microsoft-L4,study3,deployment_evidence,"GitHub Copilot coding agent (enterprise) (GitHub / Microsoft) L4 m=0.25: Enterprise AI-governance controls: policies/config in a unified admin view, 24-hour agent-session ac",https://docs.github.com/en/copilot/get-started/enterprise-ai-governance,,public case study / disclosure
study3-gitlab-L1,study3,deployment_evidence,Duo Agent Platform (DevSecOps) (GitLab) L1 m=0.25: Prompt guardrails plus a composite @duo-developer service-account identity that limits access (least,https://docs.gitlab.com/user/gitlab_duo/prompt_guardrails/,,public case study / disclosure
study3-gitlab-L3,study3,deployment_evidence,Duo Agent Platform (DevSecOps) (GitLab) L3 m=0.25: human_approval_required:true forces a human to confirm irreversible actions (merge/deploy) = explici,https://docs.gitlab.com/user/duo_agent_platform/security/,,public case study / disclosure
study3-gitlab-L4,study3,deployment_evidence,"Duo Agent Platform (DevSecOps) (GitLab) L4 m=0.25: Flows run inside CI/CD with pipeline/MR/change-window guardrails (evals/gates in CI/CD), @duo-develo",https://about.gitlab.com/gitlab-duo-agent-platform/,,public case study / disclosure
study3-goldman-sachs-L1,study3,deployment_evidence,"GS AI Assistant / GS AI Platform (Goldman Sachs) L1 m=0.25: All AI traffic passes a secure compliance gateway applying prompt filtering, data anonymization, and",https://www.virtasant.com/ai-today/how-goldman-sachs-scaled-ai-to-46-000-employees-safely,,public case study / disclosure
study3-goldman-sachs-L3,study3,deployment_evidence,GS AI Assistant / GS AI Platform (Goldman Sachs) L3 m=0.25: Human-in-the-loop plus audit logs; for autonomous agents (Claude-built accounting/compliance agents),https://www.pymnts.com/artificial-intelligence-2/2026/goldman-sachs-lets-ai-agents-do-accounting-and-compliance-work/,,public case study / disclosure
